id,steps,label
621e2e8e67b776a24055b564,8833.0,1
621e2e8e67b776a24055b564,9727.0,1
621e2e8e67b776a24055b564,8253.0,1
621e2e8e67b776a24055b564,9015.0,1
621e2e8e67b776a24055b564,12949.0,1
621e2e8e67b776a24055b564,25526.0,1
621e2e8e67b776a24055b564,3796.0,1
621e2e8e67b776a24055b564,9245.0,1
621e2e8e67b776a24055b564,8422.0,1
621e2e8e67b776a24055b564,8284.0,1
621e2e8e67b776a24055b564,8560.0,1
621e2e8e67b776a24055b564,10899.0,1
621e2e8e67b776a24055b564,1402.0,1
621e2e8e67b776a24055b564,7595.0,1
621e2e8e67b776a24055b564,8378.0,1
621e2e8e67b776a24055b564,8872.0,1
621e2e8e67b776a24055b564,8114.0,1
621e2e8e67b776a24055b564,8792.0,1
621e2e8e67b776a24055b564,10215.0,1
621e2e8e67b776a24055b564,9308.0,1
621e2e8e67b776a24055b564,5381.0,1
621e2e8e67b776a24055b564,9705.0,1
621e2e8e67b776a24055b564,9619.0,1
621e2e8e67b776a24055b564,9653.0,1
621e2e8e67b776a24055b564,9321.0,1
621e2e8e67b776a24055b564,10999.0,1
621e2e8e67b776a24055b564,9842.0,1
621e2e8e67b776a24055b564,2455.0,1
621e2e8e67b776a24055b564,9606.0,1
621e2e8e67b776a24055b564,10545.0,1
621e2e8e67b776a24055b564,8550.0,1
621e2e8e67b776a24055b564,8063.0,1
621e2e8e67b776a24055b564,10200.0,1
621e2e8e67b776a24055b564,4816.0,1
621e2e8e67b776a24055b564,8762.0,1
621e2e8e67b776a24055b564,14393.0,1
621e2e8e67b776a24055b564,9896.0,1
621e2e8e67b776a24055b564,10316.0,1
621e2e8e67b776a24055b564,9184.0,1
621e2e8e67b776a24055b564,10203.0,1
621e2e8e67b776a24055b564,8347.0,1
621e2e8e67b776a24055b564,4545.0,1
621e2e8e67b776a24055b564,8205.0,1
621e2e8e67b776a24055b564,11002.0,1
621e2e8e67b776a24055b564,6249.0,1
621e2e8e67b776a24055b564,9967.0,1
621e2e8e67b776a24055b564,10111.0,1
621e2e8e67b776a24055b564,7783.0,1
621e2e8e67b776a24055b564,11235.0,1
621e2e8e67b776a24055b564,8846.0,1
621e2e8e67b776a24055b564,8513.0,1
621e2e8e67b776a24055b564,8768.0,1
621e2e8e67b776a24055b564,8585.0,1
621e2e8e67b776a24055b564,9985.0,1
621e2e8e67b776a24055b564,8882.0,1
621e2e8e67b776a24055b564,10071.0,1
621e2e8e67b776a24055b564,10208.0,1
621e2e8e67b776a24055b564,10565.0,1
621e2e8e67b776a24055b564,10232.0,1
621e2e8e67b776a24055b564,9592.0,1
621e2e8e67b776a24055b564,12525.0,1
621e2e8e67b776a24055b564,11918.0,1
621e2e8e67b776a24055b564,2472.0,1
621e2e8e67b776a24055b564,12090.0,1
621e2e8e67b776a24055b564,1911.0,1
621e2e8e67b776a24055b564,8522.0,1
621e2e8e67b776a24055b564,18004.0,1
621e2e8e67b776a24055b564,9841.0,1
621e2e8e67b776a24055b564,11435.0,1
621e2e8e67b776a24055b564,3593.0,1
621e2e8e67b776a24055b564,9167.09,1
621e2eaf67b776a2406b14ac,16790.5,1
621e2eaf67b776a2406b14ac,5466.0,1
621e2eaf67b776a2406b14ac,21913.0,1
621e2eaf67b776a2406b14ac,20384.0,1
621e2eaf67b776a2406b14ac,3103.0,1
621e2eaf67b776a2406b14ac,13947.0,1
621e2eaf67b776a2406b14ac,18266.0,1
621e2eaf67b776a2406b14ac,15010.0,1
621e2eaf67b776a2406b14ac,14488.0,1
621e2eaf67b776a2406b14ac,18084.0,1
621e2eaf67b776a2406b14ac,26027.0,1
621e2eaf67b776a2406b14ac,13168.0,1
621e2eaf67b776a2406b14ac,16465.0,1
621e2eaf67b776a2406b14ac,13146.0,1
621e2eaf67b776a2406b14ac,16898.0,1
621e2eaf67b776a2406b14ac,19682.0,1
621e2eaf67b776a2406b14ac,20238.0,1
621e2eaf67b776a2406b14ac,14995.0,1
621e2eaf67b776a2406b14ac,14958.0,1
621e2eaf67b776a2406b14ac,32655.0,1
621e2eaf67b776a2406b14ac,17329.0,1
621e2eaf67b776a2406b14ac,24422.0,1
621e2eaf67b776a2406b14ac,29500.0,1
621e2eaf67b776a2406b14ac,18294.0,1
621e2eaf67b776a2406b14ac,43112.0,1
621e2eaf67b776a2406b14ac,25177.0,1
621e2eaf67b776a2406b14ac,14766.0,1
621e2eaf67b776a2406b14ac,6930.0,1
621e2eaf67b776a2406b14ac,16718.0,1
621e2eaf67b776a2406b14ac,13310.0,1
621e2eaf67b776a2406b14ac,25743.0,1
621e2eaf67b776a2406b14ac,18229.0,1
621e2eaf67b776a2406b14ac,18972.0,1
621e2eaf67b776a2406b14ac,12038.0,1
621e2eaf67b776a2406b14ac,14092.0,1
621e2eaf67b776a2406b14ac,14390.0,1
621e2eaf67b776a2406b14ac,15767.0,1
621e2eaf67b776a2406b14ac,9935.0,1
621e2eaf67b776a2406b14ac,17922.0,1
621e2eaf67b776a2406b14ac,18324.0,1
621e2eaf67b776a2406b14ac,7373.0,1
621e2eaf67b776a2406b14ac,13100.0,1
621e2eaf67b776a2406b14ac,15013.0,1
621e2eaf67b776a2406b14ac,14607.0,1
621e2eaf67b776a2406b14ac,18363.0,1
621e2eaf67b776a2406b14ac,14346.0,1
621e2eaf67b776a2406b14ac,20046.0,1
621e2eaf67b776a2406b14ac,12424.0,1
621e2eaf67b776a2406b14ac,11669.0,1
621e2eaf67b776a2406b14ac,12767.0,1
621e2eaf67b776a2406b14ac,17620.0,1
621e2eaf67b776a2406b14ac,15381.0,1
621e2eaf67b776a2406b14ac,11085.0,1
621e2eaf67b776a2406b14ac,10271.0,1
621e2eaf67b776a2406b14ac,10389.0,1
621e2eaf67b776a2406b14ac,17503.0,1
621e2eaf67b776a2406b14ac,13030.0,1
621e2eaf67b776a2406b14ac,8829.0,1
621e2eaf67b776a2406b14ac,12139.0,1
621e2eaf67b776a2406b14ac,10822.0,1
621e2eaf67b776a2406b14ac,18280.0,1
621e2eaf67b776a2406b14ac,25858.0,1
621e2eaf67b776a2406b14ac,12844.0,1
621e2eaf67b776a2406b14ac,21764.0,1
621e2eaf67b776a2406b14ac,19116.0,1
621e2eaf67b776a2406b14ac,17261.0,1
621e2eaf67b776a2406b14ac,15142.0,1
621e2eaf67b776a2406b14ac,19615.0,1
621e2eaf67b776a2406b14ac,12435.0,1
621e2eaf67b776a2406b14ac,26758.0,1
621e2eaf67b776a2406b14ac,17904.0,1
621e2eaf67b776a2406b14ac,18562.0,1
621e2eaf67b776a2406b14ac,13126.0,1
621e2eaf67b776a2406b14ac,22470.0,1
621e2eaf67b776a2406b14ac,12773.0,1
621e2eaf67b776a2406b14ac,14666.0,1
621e2eaf67b776a2406b14ac,15394.0,1
621e2eaf67b776a2406b14ac,21579.0,1
621e2eaf67b776a2406b14ac,18387.0,1
621e2eaf67b776a2406b14ac,15386.0,1
621e2eaf67b776a2406b14ac,16114.0,1
621e2eaf67b776a2406b14ac,25466.0,1
621e2eaf67b776a2406b14ac,16618.0,1
621e2eaf67b776a2406b14ac,12243.0,1
621e2eaf67b776a2406b14ac,12181.0,1
621e2eaf67b776a2406b14ac,25245.0,1
621e2eaf67b776a2406b14ac,16156.0,1
621e2eaf67b776a2406b14ac,16790.5,1
621e2ed667b776a24085d8d1,686.0,1
621e2ed667b776a24085d8d1,2308.0,1
621e2ed667b776a24085d8d1,2959.0,1
621e2ed667b776a24085d8d1,1895.0,1
621e2ed667b776a24085d8d1,9079.0,1
621e2ed667b776a24085d8d1,504.0,1
621e2ed667b776a24085d8d1,304.0,1
621e2ed667b776a24085d8d1,1946.0,1
621e2ed667b776a24085d8d1,2991.0,1
621e2ed667b776a24085d8d1,2920.0,1
621e2ed667b776a24085d8d1,2963.0,1
621e2ed667b776a24085d8d1,6157.0,1
621e2ed667b776a24085d8d1,10250.0,1
621e2ed667b776a24085d8d1,995.0,1
621e2ed667b776a24085d8d1,3255.0,1
621e2ed667b776a24085d8d1,5143.0,1
621e2ed667b776a24085d8d1,2276.0,1
621e2ed667b776a24085d8d1,6347.0,1
621e2ed667b776a24085d8d1,2068.0,1
621e2ed667b776a24085d8d1,4141.0,1
621e2ed667b776a24085d8d1,4814.0,1
621e2ed667b776a24085d8d1,5343.0,1
621e2ed667b776a24085d8d1,3206.0,1
621e2ed667b776a24085d8d1,7598.0,1
621e2ed667b776a24085d8d1,3704.0,1
621e2ed667b776a24085d8d1,3007.0,1
621e2ed667b776a24085d8d1,10026.0,1
621e2ed667b776a24085d8d1,10053.0,1
621e2ed667b776a24085d8d1,10411.0,1
621e2ed667b776a24085d8d1,5920.0,1
621e2ed667b776a24085d8d1,4592.0,1
621e2ed667b776a24085d8d1,5580.0,1
621e2ed667b776a24085d8d1,8922.0,1
621e2ed667b776a24085d8d1,7299.0,1
621e2ed667b776a24085d8d1,8745.0,1
621e2ed667b776a24085d8d1,5146.0,1
621e2ed667b776a24085d8d1,2997.0,1
621e2ed667b776a24085d8d1,8442.0,1
621e2ed667b776a24085d8d1,7839.0,1
621e2ed667b776a24085d8d1,6801.0,1
621e2ed667b776a24085d8d1,9683.0,1
621e2ed667b776a24085d8d1,5623.0,1
621e2ed667b776a24085d8d1,5431.0,1
621e2ed667b776a24085d8d1,2959.0,1
621e2ed667b776a24085d8d1,8541.0,1
621e2ed667b776a24085d8d1,5944.0,1
621e2ed667b776a24085d8d1,2881.0,1
