id,label,mean,std,cv,trend,acf,low_ratio,high_ratio
1,0,10748.0,3533.9332801527858,0.3287991514839503,1.0000000000000002,1.0,0.0,0.2857142857142857
1,0,10151.142857142857,2855.72202171467,0.28132024757216634,1.0000000000000002,1.0,0.0,0.2857142857142857
1,0,8994.785714285714,2842.5832863428855,0.31602568161519096,1.0000000000000002,1.0,0.0,0.14285714285714285
1,0,9523.5,2600.3351363677284,0.2730440632503804,1.0000000000000002,1.0,0.0,0.07142857142857142
1,0,11874.357142857143,2071.076069760523,0.17441584793536433,1.0000000000000002,1.0,0.0,0.35714285714285715
1,0,12163.42857142857,3780.0526397371336,0.31077196840808724,1.0000000000000002,1.0,0.0,0.42857142857142855
1,0,12199.142857142857,4112.465716003736,0.3371110383868018,1.0000000000000002,1.0,0.0,0.42857142857142855
1,0,11796.0,2530.1704064576925,0.21449393069307793,1.0000000000000002,1.0,0.0,0.35714285714285715
1,0,11486.357142857143,1280.625048679793,0.11149096556474757,1.0000000000000002,1.0,0.0,0.2857142857142857
1,0,11556.57142857143,1852.9285204888008,0.1603354880761766,1.0000000000000002,1.0,0.0,0.35714285714285715
1,0,10461.07142857143,2444.235915206156,0.23365062860846994,1.0000000000000002,1.0,0.0,0.2857142857142857
1,0,9586.57142857143,2340.8369600357446,0.24417874288786573,1.0000000000000002,1.0,0.0,0.14285714285714285
1,0,9213.214285714286,2460.122969591196,0.2670211386924011,1.0000000000000002,1.0,0.0,0.07142857142857142
1,0,9786.5,2909.038273823744,0.2972501173883177,1.0000000000000002,1.0,0.0,0.21428571428571427
1,0,10585.0,2594.8850786554253,0.2451473857962186,1.0000000000000002,1.0,0.0,0.21428571428571427
1,0,11084.785714285714,2023.3488216522708,0.18253386883634734,1.0000000000000002,1.0,0.0,0.21428571428571427
1,0,11248.57142857143,3036.664422738629,0.2699600071012383,1.0000000000000002,1.0,0.0,0.2857142857142857
1,0,10515.5,3301.7168423629028,0.31398572035183897,1.0000000000000002,1.0,0.0,0.21428571428571427
1,0,10256.42857142857,2004.9567759603667,0.19548293657927268,1.0000000000000002,1.0,0.0,0.14285714285714285
1,0,10168.285714285714,1917.904787915762,0.1886163353198619,1.0000000000000002,1.0,0.0,0.07142857142857142
1,0,10149.92857142857,1644.3522591101994,0.16200628876712792,1.0000000000000002,1.0,0.0,0.0
1,0,10600.92857142857,1731.9745323220675,0.16337951158244945,1.0000000000000002,1.0,0.0,0.21428571428571427
1,0,9780.92857142857,2754.608747543073,0.28163059646369826,1.0000000000000002,1.0,0.0,0.2857142857142857
1,0,9932.214285714286,2514.8389093132623,0.2532002267538545,1.0000000000000002,1.0,0.0,0.21428571428571427
1,0,10886.57142857143,2264.094385787638,0.20797129754217394,1.0000000000000002,1.0,0.0,0.42857142857142855
1,0,10601.07142857143,2513.6067559324765,0.23710874630611103,1.0000000000000002,1.0,0.0,0.42857142857142855
1,0,11398.785714285714,2035.1053387468469,0.17853702927273493,1.0000000000000002,1.0,0.0,0.5
1,0,10721.0,2810.72962057897,0.2621704710919082,1.0000000000000002,1.0,0.0,0.42857142857142855
1,0,10222.0,2895.9885309559795,0.2833093847537807,1.0000000000000002,1.0,0.0,0.21428571428571427
1,0,11210.0,2476.5974642642273,0.22092751688332005,1.0000000000000002,1.0,0.0,0.42857142857142855
1,0,10946.5,2089.2650707160847,0.19086146902792453,1.0000000000000002,1.0,0.0,0.35714285714285715
1,0,11404.785714285714,2020.098271250734,0.17712724481255035,1.0000000000000002,1.0,0.0,0.2857142857142857
1,0,11273.142857142857,2198.5338249824217,0.19502403658332446,1.0000000000000002,1.0,0.0,0.2857142857142857
1,0,10311.142857142857,1700.0529343499384,0.1648753157532493,1.0000000000000002,1.0,0.0,0.14285714285714285
1,0,10195.857142857143,1824.863903228436,0.17898092113864905,1.0000000000000002,1.0,0.0,0.14285714285714285
1,0,9353.857142857143,2271.8923470830864,0.24288294255333326,1.0000000000000002,1.0,0.0,0.07142857142857142
1,0,9318.5,2329.68176091561,0.250006091207073,1.0000000000000002,1.0,0.0,0.07142857142857142
1,0,9988.142857142857,2260.4564917335633,0.22631399290757756,1.0000000000000002,1.0,0.0,0.14285714285714285
1,0,10316.714285714286,2236.5228250431014,0.21678634913228925,1.0000000000000002,1.0,0.0,0.21428571428571427
1,0,10375.857142857143,1794.2821030445916,0.17292856660792272,1.0000000000000002,1.0,0.0,0.21428571428571427
1,0,10439.714285714286,1541.9221505534406,0.14769773466520353,1.0000000000000002,1.0,0.0,0.14285714285714285
