id,mean,std,trend,acf,low_ratio,high_ratio,label,cluster,pca1,pca2
621e2eaf67b776a2406b14ac,16790.5,5870.332557464464,-6.936027262160544,0.0020010285687610007,0.011363636363636364,0.03409090909090909,1,0,0.07920702938240846,3.3162092960448963
621e2ed667b776a24085d8d1,4787.033684210527,2259.7365257377005,0.01657819809238226,0.15909675426985398,0.07017543859649122,0.10526315789473684,1,1,0.44903955504782816,-1.322158249332625
621e2efa67b776a2409dd1c3,7412.681751824818,3735.746929639284,18.566158082401476,-0.032456512495657536,0.058394160583941604,0.08759124087591241,1,1,0.20004832626085425,0.4792709702743964
621e2f1b67b776a240b3d87c,6677.891525423729,1717.9282768012367,-1.6673992340242954,0.3241265819628357,0.00423728813559322,0.038135593220338986,1,0,-1.0553103789581812,-1.1477858713544768
621e2f3967b776a240c654db,5879.101428571428,3930.824810374421,-38.91304522788907,0.3275441799327723,0.18571428571428572,0.11428571428571428,1,1,2.900710061089943,-1.3132736875365913
621e2f9167b776a240011ccb,6386.6983957219245,1600.5426566551819,-2.425338124268237,0.19316920231351178,0.0053475935828877,0.0213903743315508,1,0,-1.4910086916979572,-0.8482796081152709
621e301e67b776a240608a72,7952.259672131147,3766.9120004891806,-7.640299484942732,0.13541408204040895,0.08196721311475409,0.08196721311475409,1,1,0.8324215285199962,0.015299348951333322
621e309b67b776a240b532b0,13027.26323809524,7444.823913406132,-28.368050798258352,0.0644760360855808,0.14285714285714285,0.14285714285714285,1,1,3.6470607807688893,2.1154554180759773
621e30c867b776a240d4aa6c,9373.551851851855,3565.695043438967,-15.98253613369468,-0.03464324001115224,0.024691358024691357,0.04938271604938271,1,0,-0.43259606521268956,0.8244352309413808
621e30f467b776a240f22944,9446.809012345679,6610.349409448531,-6.967056684733514,0.08943793456749931,0.08641975308641975,0.1111111111111111,1,1,2.1588639254322315,1.3230430985279722
621e310d67b776a24003096d,5610.127181818183,3296.877425699307,-0.8542069291977537,-0.11575858558864804,0.09090909090909091,0.1,1,1,0.570930697566514,-0.08121355082310688
621e312a67b776a240164d59,7134.541651376148,4132.439223041646,-22.65691187100362,0.40663567425562247,0.10091743119266056,0.12844036697247707,1,1,2.263802198540774,-1.0607375474250647
621e314867b776a24029ebf9,6648.324090909091,5024.041329723023,48.63070937973302,0.26727319044539716,0.17045454545454544,0.13636363636363635,1,1,2.6474732783137713,-0.0942291563042703
621e320b67b776a240d36a07,8541.552298850575,4575.4510496699395,52.12718342203106,0.03931594047809858,0.08045977011494253,0.11494252873563218,1,1,0.9389354589781729,0.926413947987954
621e326767b776a24012e179,18792.536578947373,4360.032395400398,-0.8911302802460592,0.0040301160765071325,0.013157894736842105,0.0,1,0,-0.866848462525319,3.4208698778057447
621e32e667b776a2406d2f1c,5722.968762886598,3368.978224533966,-2.126019882179675,0.1376834578317354,0.08247422680412371,0.10309278350515463,1,1,0.9158445973297639,-0.6839723366463697
621e333967b776a240a3cd06,6375.937777777778,4444.6404737585735,-62.646349805176854,0.1600991943592432,0.24074074074074073,0.16666666666666666,1,1,4.312983642517313,-1.0672218251728525
621e337667b776a240ce78ab,7198.452631578946,3172.794237684829,5.084006399222371,0.029143875730375583,0.017543859649122806,0.05263157894736842,1,0,-0.701453404379801,0.18686623396100352
621e33cf67b776a240087de9,9596.843902439025,4143.634298138136,-42.71345501246177,0.05975758727220122,0.036585365853658534,0.06097560975609756,1,0,0.3819956985759389,0.5894842847881759
621e341067b776a24037b105,7584.02710280374,2826.4225860673755,-9.444584043574524,0.034564336460255383,0.04672897196261682,0.037383177570093455,1,0,-0.584493135710369,0.08714489784816394
621e342e67b776a2404ce460,6495.467847533632,4942.118600277952,-23.043784519625323,0.014638676673153949,0.17488789237668162,0.14349775784753363,1,1,2.9568753026421883,-0.06169513076611418
621e345c67b776a2407146a8,6395.4378723404225,3385.515152490113,-45.66863562475166,0.29549890384607447,0.0851063829787234,0.09574468085106383,1,1,1.4194095265318103,-1.1959910455626004
621e346f67b776a24081744f,5776.646106557377,4327.038613433756,3.027763920382968,0.01701364487457992,0.09836065573770492,0.0942622950819672,1,1,1.070892736573486,0.03795286955560773
621e351a67b776a240f6204b,7238.460148148148,4086.6949754962925,12.626313140181445,-0.08445148829105495,0.07407407407407407,0.0962962962962963,1,1,0.568329825702434,0.6002669063765429
621e360b67b776a24039709f,10612.38145454545,4731.008935310796,-7.904548024254455,0.2796333314452073,0.08181818181818182,0.06363636363636363,1,1,1.1493768294895446,0.664956229464405
621e362467b776a2404ad513,6493.680677966105,2919.836301113683,-10.77503547964166,0.19421073935827932,0.07627118644067797,0.07627118644067797,1,1,0.5007375488602523,-0.7402688971522754
621e367e67b776a24087d75d,7150.469918032787,3216.1152498957945,-6.907290914422841,0.03351308930011701,0.040983606557377046,0.040983606557377046,1,0,-0.49733521413577325,0.13762604052394914
621e36dd67b776a240ce9a45,8067.75,3784.9699405844453,15.517459268932168,0.3192839950811209,0.03759398496240601,0.08270676691729323,1,1,0.4600595176896524,-0.22361755565042238
621e375b67b776a240290cdc,11342.013372093024,3493.719456306346,-8.62703287890938,-0.1481032772513267,0.011627906976744186,0.011627906976744186,1,0,-1.2874953522690453,1.759605115181941
